	eng	kor
18	oh boy, the box was too small	Oh boy~ 내 맘을 다 꺼내 담기엔
21	But if you still felt it, if you realized my heart	 그래도 느꼈다면 내 맘을 알아챘다면 
22	Can I wait for you next month?	 내가 다음 달을 기다려도 되나요?
23	I hear your voice calling my name	그대가 날 부르는 목소리 
24	I feel a soft sweetness	사르르 달콤한 이 기분에
25	I’m confused, is this a dream?	혹시 꿈일까 헷갈리기도 해
26	But you can’t just give me nothing	근데 이러고 아무것도 없음 안돼
27	Things can’t be the same as yesterday	어제랑 똑같음 안돼
28	Then my heart will get too complicated	그럼 내 맘이 많이 복잡해져
29	So please show me your heart this spring	그러니 이번 봄에는 그대의 맘을 보여줘 
30	I’ll be looking forward to you, who is sweeter than words	 말 보다 달콤한 그댈 기대할게
31	Please, can I wait for your next month?	진짜 다음 달을 기다려도 되나요?
0	You, I dream of being with you	You 그대와 함께하는 꿈을 꾸어요
1	Dreams of singing with you	너와 노래하는 꿈내 귓가에 
2	The small melody lingers in my ear	맴도는 작은 멜로디
4	When it becomes rain and falls from the sky	비가 되어 하늘에 내리는 날이면
5	Your scent fills up the world	온 세상에 채워질 uh~ 너의 향기
6	In the sky where I’m with you	그대와 함께한 저 하늘에
7	When the blue star brightly rises	 환하게 파란별이 떠오르면
8	I wanna share stories of hidden sunlight all night	 숨어버린 햇살의 얘길 밤새 나누며 
9	And fall asleep, my fairy tale	 잠들고픈 어린 날의 My fairy tale 
10	Only u can make me feel this way baby	Only you can make me feel this way babe 
11	Words I want to tell you, Don’t ever let me go	 너에게 하고 싶은 말 Don’t ever let me go
17	And fall asleep, my fairy tale	 잠들고픈 어린 날의 My fairy tale
19	When the blue star brightly rises	환하게 파란별이 떠오르면
20	I wanna share stories of hidden sunlight all night	숨어버린 햇살의 얘길 밤새 나누며 
21	And fall asleep, my fairy tale	잠들고픈 어린 날의 My fairy tale
1	Your shyly approaching eyes	수줍게 다가온 네 눈빛에 
2	Shake up my heart, I see it boy	 내 맘이 흔들려 I see it boy
3	After a long time	오랜 시간을 지나 내 앞에 온
4	You’re like a present, I want you boy	니가 선물 같아 I want you boy
5	The blue sky, the refreshing wind	파란 하늘에 상쾌한 
6	It’s a perfect day today	바람 완벽한 Today
7	And our story will fill up this place	And 이곳에 채워질 우리 이야기
8	You and me together	 You and me together
9	One step of butterflies, two kisses	한 번의 설레임 두 번의 키스
10	Couldn’t hide our own secret party	숨길수가 없었던 우리 둘만의 Party
11	Stars in the sky fill up the night	이 밤을 채워줄 하늘의 별
12	And our story	너와 나의 스토리 
18	I open my eyes at the warm sunlight	따뜻한 햇살에 눈을 뜨고
19	I smile at the song I hear	들리는 노래에 미소를 지어
20	Times that have passed	무심코 지나온 시간들이
21	Become special today, I’m so happy	 특별해 지는 오늘 너무너무 행복해
31	(uh~ uh~ uh~)	(uh~uh~ uh~)
35	Oh boy, it’s our first kiss	Oh boy 기다려왔던 
36	That I’ve been waiting for	너와 나의 First kiss
37	When a warmth spreads throughout my heart	포근한 온기가 내 맘에 번질 때면
38	The whole is covered with a pink light	온 세상이 핑크빛으로 가득해
40	One step of butterflies, two kisses	[비비/현진] 한 번의 설레임 두 번의 키스
41	Couldn’t hide our own secret party	[하슬/희진] 숨길수가 없었던 우리 둘만의 Party
42	Stars in the sky fill up the night	[현진/비비] 이 밤을 채워줄 하늘의 별
43	And our story	[희진/하슬] 너와 나의 스토리
44	You and me together	[희진/하슬] You and me together
47	Couldn’t hide our own secret party	숨길수가 없었던 우리 둘만의 Party (You and I)
48	Stars in the sky fill up the night	이 밤을 채워줄 하늘의 별 (Tell me tell me)
0	You waited so long, I’m so sorry	많이 기다렸지 I’m so sorry
1	Now I made up my mind, are you ready?	나 이제 결심 했지 Are you ready
2	I was lost for such a long time	꽤나 길었지 나의 방황이
3	But don’t worry now, I won’t ever leave again	이젠 걱정하지마 다신 가지 않을 테니
4	Each time you called me, I wasn’t there, silence	부를 때 마다 난 없었지 Silence
5	But don’t worry, I’ve arrived, shall we dance	걱정 마 도착했으니 Shall we dance
6	Let’s raise our glasses, now hold my hand	축배를 들자 이젠 내 손 잡아 
7	From now on, I won’t ever let you go	오늘부턴 내가 널 절대로 놓지 않아
8	It has started, our romance	시작 됐어 둘만의 Romance 
9	You’re ready and I’m ready	넌 준비 됐어 난 준비 됐어
10	There’s no need to be afraid, no need to hesitate	두려움은 없어 망설일 필요 없어
11	Let’s go up up, our love	Let’s go up up 우리 둘만의 Love
17	I won’t ever leave you again, don’t worry	다시 너를 떠나지 않아 걱정하지마
18	Baby you’re mine, mine, mine	Baby you’re mine mine mine
19	(Never Ever) Ever gonna make you cry	(Never Ever) Ever gonna make you cry
20	I won’t ever make you again again, don’t worry	다시 울리지 않아 걱정하지마 
21	Baby you’re mine, baby you’re mine	Baby you’re mine baby you’re mine
22	As much as I thought about it, now I’m sure	많이 고민했던 만큼 이젠 확실해
23	All in, I’ll bet all of me	All in 나의 모든 것을 베팅해 
24	I promise, from now until eternity	결심해 지금부터 영원까지
25	I’m yours, You’re mine woh	I’m yours you’re mine woh
26	Let’s sweat, Let’s try it	우리 맹세해볼까 Let’s try it
27	Let’s make a contract in our hearts, let’s sign it	마음에 계약을 해 Let’s sign it
28	Get the ink, Get the pen	Get the ink get the pen
29	I’m not hesitating now	나는 망설임이 없어 이제 이제
44	Every night, I was confused	매일 밤 혼란스러웠어 
45	I wasn’t sure if I could protect you	아직 내가 널 지켜줄 자신이 없어 
46	But the more time passed	하지만 시간이 갈 수록
47	The clearer it got (I missed you girl)	분명히 더 선명히 (I missed you girl)
48	I keep thinking about it the way you looked at me	계속 떠오르잖아 날 보던 네 눈빛이
56	I’ll Never Ever Ever Never Ever	난 Never Ever Ever Never Ever
0	Blanking again	왜 또 얼타 얼타 얼타
1	Why, why, why	 왜 이래 왜 이래 왜 이래 uh
2	Why am I the only one blanking?	나 자꾸만 얼타 왜 이런 걸까
3	Why am I acting like this today?	 오늘따라 내가 왜 이런 걸까
4	The reason is that you’re so pretty (oh no)	이유는 네가 너무 예뻐서 (oh no)
5	The reason is that you’re so pretty	이유는 네가 너무 예뻐서
6	They ask, why are you blanking?	왜 그렇게 얼타냐고 물어봐도
7	But what’s the reason I can’t answer?	 답을 못하는 이유는 뭘까
8	Because you’re so hot	왜냐면 네가 너무 쩔어서
10	Because you’re so hot, baby	왜냐면 네가 너무 쩔어 쩔어서 baby
11	Today’s problem	오늘의 문제
12	You’re wearing a tight outfit	 네가 딱 붙는 거 입고
13	The moment you entered, my heart was pounding	 등장하는 순간 심장 두근
14	Where should I put my eyes?	 눈을 어디다 둘까
15	While I was thinking about that	 고민하는 그 순간
16	Your smile	 너의 미소 한방에
17	Killed me, killed me (oh no)	 난 죽음 죽음 (oh no)
18	When I try to take one step back	한발 빼려고 하면 (오 넌)
19	You take two steps forward	두발 들어오는 걸
20	What should I do with you?	이런 널 어떻게 해
21	You keep knocking on me, making me run out of breath	 자꾸 숨 가쁘게 두드리는데
22	Today, today,	[병찬/찬] 오늘 넌, 오늘 넌,
23	Today, you’re so forward	[병찬/찬] 오늘 넌 과감하니까
33	Why am I spacing out?	멍 때려 멍 때려 왜 내가
34	I space out when I see you	멍 때려 멍 때려 널 보면
35	My mouth just opens	벙 찌고 벙 찌고만 있어
37	Every night, every night, because of you	 너 때문에 내가 매일 밤 매일 밤마다
38	I try to act like nothing’s wrong	아무렇지 않은 척
39	I try to act like nothing’s wrong but	 아무것도 아닌 척 해봐도
40	(I pretend)	(척 척 쟁이)
41	I can’t sleep (all right)	잠은 오지를 않고 (all right)
42	You keep coming	자꾸 너만 오는데
43	What do I do with you?	이런 널 어떻게 해
44	You enter in, taking my breath away	 숨 막히게 들어오는데
45	Today, today,	[수빈/찬] 오늘도, 오늘도,
46	Today, I’m blanking out again	[수빈/찬] 오늘도 얼 타는데 (에이)
57	If you’re this pretty	 이렇게 너무 쩔어주게 예쁘면
58	I’ll keep blanking out (yeah)	 내가 막 얼타 얼타 (yeah)
59	But if I keep blanking out	 근데 내가 너무 얼빠지게 얼타는 사이
60	Other wolves keep looking	 딴 늑대들은 뭘 봐 뭘 봐
61	Ey bae I wanna have a collaboration with you and me	 Ey bae I wanna 너와 나의 콜라보
62	I’m an innocent fool for you, but why don’t you know?	 난 너의 순애보 대체 왜 내 맘을 몰라줘
63	You keep coming	자꾸 다가오면서 왜 또
64	One step, two steps, three steps	 한발 두발 세발 네가
65	Why am I spacing out?	왜 또 멍 때려 멍 때려 왜 내가
68	I can’t believe it	난 어이 어이없어
70	I’m so out of it	정신없어 정신없어서 나
71	I’m blanking out	얼타고 얼타고만 있어
77	I’m blanking out	나 또 얼타 얼타 얼타
0	You whispered to me, this will all pass	다 지나갈 거라고 속삭였지
1	I thought everything would be alright	 다 괜찮을 거라고 생각했지 oh
2	When I look back at the road I came on	[승우/수빈] 달려온 길들을 돌아보면
3	Scars remain here and there	[승우/수빈] 곳곳엔 상처들이 가득 남아
4	Times when I was nervous	불안했었던 시간
5	Now we will see the light	우린 이제 빛을 볼 거야
6	The sunrise that I wanted to see with you	너와 보고 싶었던 sunrise
7	It will shine for us every day	 매일 우릴 위해 빛날 거야
8	The sunrise that I wanted to cherish with you	 너와 간직하고 싶던 sunrise
9	I won’t lose it anymore	 더 이상 놓치지는 않을 거야
10	I’ll only think about the good times	마냥 즐거웠던 좋은 기억들만
11	When things are hard	 되새기며 힘들 땐 내게 기대
12	It will get brighter today, the sunrise	오늘은 더 밝아질 sunrise
13	Brighter sunrise	 Brighter sunrise
14	Ooh woah, ooh woah, sunrise	 Ooh woah, ooh woah, sunrise
15	You said you’d come back so I waited	또 돌아올 거라고 기다리던 oh
16	It’ll grow bigger, you always said	더 늘어갈 거라고 늘 반복했지 oh
17	When I look back at the road I came on	[찬/수빈] 달려온 길들을 돌아보면
18	The small memories make me tear	[찬/수빈] 조그만 이 추억에 목이 메어와
29	Ooh woah, ooh woah, sunrise	Ooh woah, ooh woah, sunrise
31	Like a sunrise	 Like a sunrise
32	You just hold me tight	 You just hold me tight
33	Babe it’s gonna be alright	 Babe it’s gonna be alright
34	Where am I? I’m scared	 여기가 어디일까 겁이 나
35	My head hurts, don’t turn around	 머리가 조인다만 뒤돌지 마
36	You did a good job, you’re doing a good job	 넌 충분히 잘해왔고 잘하고 있어
37	Keep going	 Keep going
38	Trust me, you’re doing a good job	 진짜 내 말 믿어 넌 잘하고 있어
41	The waited sunrise uh	기다렸던 sunrise uh
43	From far away, shine and wait	저 멀리서 더 빛나게 기다려
44	I’ll go to you	다가갈 테니
45	The sunrise that I wanted to see with you	[세준/승우/찬] 너와 보고 싶었던 sunrise
46	It will shine for us every day	[세준/승우/찬] 매일 우릴 위해 빛날 거야
47	The sunrise that I wanted to cherish with you	[세준/승우/찬] 너와 간직하고 싶던 sunrise
48	I won’t lose it anymore	[세준/승우/찬] 더 이상 놓치지는 않을 거야
0	The moment I saw you	너를 보던 그 순간
2	My eyes were fixed on you	시선 고정 너에게
4	Dazzling, Shining Shining	눈부셔 Shining Shining
5	Please pick my heart, Pick me Pick me	제발 내 맘을 Pick me Pick me
7	Time spent with you	너와 있는 이 시간
9	Goes too fast, I get nervous	난 너무 빨라 불안해
11	Stop, hold me hold me	멈춰줘 hold me hold me
12	Until the end, Pick me Pick me	마지막까지 Pick me Pick me
13	You’re so pretty to me, I wonder if it’s a dream	너는 내게 너무 예뻐서 꿈일까
14	I’m so scared	난 너무 두려워
15	Please remember this moment, tonight	기억해 제발 이 순간 Tonight
16	Tonight, the star is me, it’s me, it’s me	오늘 밤 주인공은 나야 나 나야 나
17	Only waited for you, it’s me, it’s me, it’s me	너만을 기다려 온 나야 나 나야 나
18	The person to steal your heart, it’s me, it’s me, it’s me	네 맘을 훔칠 사람 나야 나 나야 나
19	The last person, it’s me, it’s me, it’s me	마지막 단 한 사람 나야 나 나야 나
