	eng	kor
40	I’m still too young and soft to be an adult	다 큰 어른이 되기엔 아직 어리고 여려
41	Feeling like I’ll live in my sand castle forever	내 모래성에 영원했던 느낌
42	I kept that feeling for a while	오래도 간직했지
43	But why does my heart feel empty?	또 내 맘은 왜 공허할까
44	No need to hesitate, good day	망설일 필요 없어 good day
45	all night, all day	밤새도록 all day
46	So everyone can burn it up	다 불사지를 수 있게
48	let the gun shots ring	총성을 울려
50	Right now, me and my friend	지금 나와 my friend
51	Feels like something will happen	뭔가 될 것만 같은 기분
52	I don’t know, just like this, we go up	I don’t know 이대로 we go up
53	Intoxicated with these feelings, I dance but	이 기분에 취해 난 춤을 춰봐도
56	I can’t go back	돌아가지 못해 난 결국
57	My film has faded	바래져 버린 나의 film
58	Before the curtains fall and it all ends	막이 내리고 다 끝나기 전에
59	Once again, keep the glass filled up	또 다시 다시 keep the glass filled up
0	It took a very long time	참 오랜 시간이 걸렸죠 그대에게
1	There were so many words I wanted to say to you so I worried	하고 싶은 말이 많아 고민했죠
2	I need courage, you know me well	용기가 필요해 이런 나를 잘 알잖아
3	I wrote many letters and erased them again	난 많은 편지를 쓰고 또 지웠네요
4	I wanted to start over	다시 시작하고 싶은 맘인걸요
5	In the end, it’s you	결국은 그대예요
6	Embrace me	날 안아 줘요
7	I love you, on the black night sky	사랑해요 까만 밤하늘 위에
8	Stars that shine brightly	밝게 빛나는 별이
9	They resemble you, do you know that?	당신을 닮았어요 그댄 알고 있나요
10	Embraced in your arms, as if dreaming	꿈꾸듯 그대의 품에 안겨서
11	Let’s promise	약속해요 우리
12	So much time has passed	참 오랜 시간이 흘렀죠 눈을 보며
13	Looking at your eyes I will tell you today	오늘은 말할 거예요 그대에게
14	Come back to me	다시 내게 돌아와
15	Hold my hand	손 잡아 줘요
21	One, two, three	하나 둘 셋
22	If I open my eyes, will you be there?	눈을 뜨면 그대 있을까
23	Come and permeate through me like a scent	향기처럼 스며와 줘요
24	You will never leave my side again	다신 내 곁을 떠나지 않겠다
25	Promise me	약속해요
31	Let’s promise, let’s be together	약속해요 우리, 함께해요
32	Even when the whole world blackens	온 세상이 까맣게 그을려도
33	I will think of you	난 그댈 생각하며
34	And endure and endure	버티고 버틸 거에요
35	I hope you will go with me	나와 같길 바래요
36	Under the warm pink sunlight	따스한 분홍빛 햇살 아래서
37	Let us promise	약속해요 우리
1	When the long summer sun sets	긴 여름 해가 질 때면
2	I get drunk on the perfect comfort	선선한 바람이 실린
3	Carried by the refreshing wind	딱 좋은 편안함에 취해
4	Dream-like feeling	꿈결 같은 Feeling
5	Even when no words are spoken	말하지 않아도
6	It’s sad when the heart starts to cool at first	첨엔 좀 식어가는 맘이 슬퍼서
7	As if everything will change	다 변해 버릴 것만 같아서
8	We ran breathlessly to the point of exhaustion	지칠 만큼 쉼 없이 달렸나 봐
9	Such a cool summer night	참 시원한 여름밤
10	We had so much to say	우린 할 말이 많았는데
11	When the hot sun beamed down	뜨거운 해가 내리쬐던
12	It was hard to breath like midday heat	한낮 무더위처럼 숨이 막혔는데
13	Such a comfortable summer night	참 편안한 여름밤
14	By my side without words	말없이 곁에 있어 주던
15	Now it’s become quite refreshing	제법 선선해진 지금에
16	In this summer night, only the heat remains	이 여름밤에 온기만이 남아 있어
17	In my heart	내 맘에
19	This night that has darkened	어느새 짙어진 이 밤도
20	Becoming cloudy bit by bit	조금씩 흐려져 가
21	Lean slightly on my shoulder	살짝 내 어깨에 기대
22	Your sleeping breath	잠든 너의 숨결
23	Is it not a dream?	혹시 꿈은 아닐까
24	It seemed to be cold then	그땐 차가워진 것만 같았는데
25	I thought everything had changed	다 변해 버린 줄 알았는데
26	It’s like a place of rest in my tired heart	지친 내 맘 한편의 쉴 곳 같아
36	This hot summer day	이 뜨거운 여름날
37	Cooling wind that is each other	서로라는 시원한 바람
38	Like the ocean that meets the sky	하늘과 맞닿은 바다처럼
39	Your and my hearts overlap, as if they resemble one another	닮은 듯 포개져 가는 너와 나의 마음
0	Tuesday rather than Monday	월요일 보다는 화요일
1	I want to do everything, of course	뭐든 하고 싶어 당연히
2	As long as it’s with you	Oh 너와 함께 한다면
3	What could be better than that?	그것보다 좋은 게 어디 있겠어
4	I remember every day, a diary	매일 난 기억해 Diary
5	I want to repeat it, try again	반복하고 싶어 Try again
6	Oh, would you be with me	Oh 나와 함께 해줄래
7	I’ll give you a bite of this precious time	이 소중한 시간 한입 떼어 줄게
8	Yeah, every day I think about you, recently I	Yeah, every day I think about you 요즘 난
9	I’m not sure when it started	언제부터였는지는 모르겠지만
10	But I can’t focus on my job	일이 손에 잘 안 잡히더라고
11	I keep waiting for the time I get off work	퇴근 시간만 또 기다리는 건 나라고
12	Haha! I’m embarrassed for no reason	하하! 부끄럽네 괜시리
13	Your eyes, your nose, your mouth, ah! Not that	너의 눈 너의 코 너의 입 Ah! 이건 빼고
14	I’m a prisoner of your warm embrace	따사로운 너의 품의 포로
15	Even while singing along to these love songs	내가 이런 사랑 노래 따라 부르면서도
16	Today I’ll use a light pink blush	오늘은 연한 핑크 빛의 볼터치 Uh
17	My eyeliner is just slightly winged	아주 살짝 꼬리 내린 나의 Eye line
18	Don’t stop me, don’t touch my pouch	말리지 마 내 파우치에 Don’t touch
19	I’m embarrassed so don’t say too much about it, hey	부끄러우니까 긴말은 하지 말어 야야
20	Ay, I was always frowning before	Ay 미간에 한껏 힘을 빡 주던 내가
21	But now they say I smile a lot more, whose fault could that be	웃음이 많아졌대 과연 누구 때문일까
22	The melody you gave to me	너라는 영감이 줬던 멜로디가
23	It’s now getting closer to your ears	이젠 니 귓가에 더 가까이가
32	Yeah, tomorrow used to be nothing special but I’m looking forward to it now	Yeah 별 다를 거 없던 내일이 기대가 돼
33	Why am I so happy just looking at you, wait	바라만 보고 있어도 왜이리 벅차는데 Wait
34	I’m drawing our future without others knowing	난 남 몰래 우리의 미랠 그리는 중
35	Now I want to fall asleep every night while thinking about you	이제는 밤마다 널 그리며 잠에 드는 꿈
36	Let’s go on a drive together when the weather is good	기분 좋은 날씨에 함께 Drive
37	A heart-fluttering trip, I can’t wait to see the sunrise	설레는 여행과 기대되는 건 Sunrise
38	Oh yes, in the past it was all about you	Oh yes 예전엔 그저 너였을 뿐인데
39	Now I’m worried about how I look like to others	이제는 내가 어떻게 보일까 고민돼
40	They can’t handle me, do I need to explain	날 감당 못해 말해 뭐해
41	I’m decorating my SNS with you, #lovestagram	내 SNS엔 너로 인테리어 #럽스타그램
42	Uh, I’m not picking up the calls from my friends	Uh 친구들에게 걸려온 전화는 잠수 중
43	I’m sorry, I’ve fallen deep	미안한데 난 빠져있어
44	After resting for the tiring Monday	지쳐있는 월요일 쉬었다가 Yeah
45	I’ve gotten used to	익숙해져 버린 Uh
46	Our time together, uh, just feeling feeling	너와의 시간 Just feeling feeling
47	Forever with you just chilling chilling 	영원히 너랑 Just chilling chilling
56	Even when I’m anxious or scared	불안하거나 무서울 때도
57	Just by having you there	니가 있다는 것만으로도
58	I’m happy	나는 행복해
59	Could you always protect me?	언제나 날 지켜 줄래
60	I don’t want this to end	이게 끝이 나지 않았으면 해
61	I wish time stopped like this, uh uh	이대로 멈추길 바래 Uh uh
63	I wish time stopped like this, yeah	이대로 멈추길 바래 Ooh (Yeah)
71	A bite of this precious time	이 소중한 시간 한입
2	Whenever I have time you rose in my mind	틈만 나면 아른거린 넌
3	Even your memory is fragrant	기억마저 향기로운 걸
4	For you for you for you	For you, for you, for you
5	My heart like the petals	꽃잎처럼 간직한 맘을
6	I’ll call you a miracle	기적이라 부를 게 너를
7	Yes you do yes you do you do	Yes you do, yes you do, you do
8	Even as I look at you over and over, why don’t I get sick of you?	봐도 봐도 왜 넌 질리지 않아
9	I want to see only you all day	하루 종일 너만 보고 싶잖아
10	This is my precious secret	이건 나만 아는 소중한 비밀
11	No one would know this oh	아무도 모르겠지 Oh
15	It’s getting stronger, when I first saw your eyes	점점 짙어져 처음 두 눈이 마주칠 때
16	The scent that blew to me	불어온 그 향기
20	Sometimes I feel dizzy	가끔씩은 내 기분이 어지러워
21	My breath is getting fast every day yeah	한층 가빠지는 숨결에 Every day, yeah
22	My heart keeps fluttering I’m flying high	자꾸만 설레여 막 날아오르네
23	My heart is on the sky like that	내 맘은 그렇게 하늘 위에
24	(I don’t know) Why do I	(I don’t know) 왜 이렇게
25	(I just know) Like you so much?	(I just know) 니가 좋은데
26	Please stop time to be like this forever	시간아 멈춰 줘 이대로 영원하게
27	I’m attracted by you without reason, what is this feeling?	이유 없이 끌려 이 느낌 뭘까
28	Can I say you’re the love?	너를 사랑이라 말해도 될까
29	This is my perfect secret	이건 나만 아는 완벽한 비밀
31	My heart constantly keeps beating	쉴 새 없이 계속 심장이 뛰고
32	I feel the rising wind	온통 일렁이는 바람을 느껴
42	Flying into the pretty garden, that’s right	예쁜 정원에 날아든 That’s right
44	As if it’s a butterfly oh love	마치 나비인 것처럼 Oh love
46	Knocking on my heart at this moment forever	이 순간 영원히 마음을
47	True love in the air	두드린 True love in the air
48	Tightly held in our hands	우리 두 손에 꼭 쥔
49	The scent that is deeply permeating	깊게 스며드는 향기
50	It’s like a gift and I let you know	선물 같은 걸 And I let you know
51	I can’t get out of you	헤어날 수가 없는 걸 네게
56	It’s lovely when I feel the same	사랑스러워 같은 맘이 느껴질 때
57	The scent that lingers	맴도는 그 향기
60	Maybe I can be familiar with this	왜 왜 왠지 조금 익숙해질 법한데 그치
61	I can’t stop thinking of you in my mind	머릿속 너의 생각 멈출 수 없지
62	The scent that was layered up wonderful story	겹겹이 쌓인 향기 황홀한 Story
63	It’s fantastic that I can’t express in words	말론 다 표현할 수 없이 환상적이지
0	There’s no title	제목은 없어 흐르는 대로
1	I just wrote this as it came	그냥 만들어 봤어 내 느낌대로
2	Your eyes, your nose, even your lips	너의 눈 너의 코 니 입술까지 다
3	I wanted to make it into a song	노래로 만들고 싶었어
4	My heart fluttered all night in front of the piano	피아노 앞에서 밤새 설렜지
5	All day, I think of how your eyes and smile will look	이 곡을 듣고서 웃는 너의
6	As you listen to this song	눈빛과 미소가 생각나 하루가
7	And without knowing, a full day passes	시간이 가는 줄도 몰랐어
10	If only I could have you, oh baby	너만을 가질 수 있다면 이렇게 Oh baby
11	I’m singing	난 노래해
12	In all of these notes	수많은 음표 속에
13	My truth is there	진심이 담겨있어
14	Only one in the world	세상에 단 하나 딱 하나
15	It’s a love song for you	널 위한 사랑 노래
16	I want to touch your heart	눈물이 터질 만큼
17	Till there are tears in your heart	감동을 주고 싶어
18	The only and best love song for you	다시는 또 없을 널 위한 최고의 Love song
19	When you smile at me	니가 나를 보면 웃으면
20	I think of a sweet melody	Sweet한 멜로디가 떠올라
41	I love you, all of you	사랑해 니 모든 걸
42	With all my heart, I’m singing this love song	진심을 다 바쳐 터질 듯 부르는 Love song
